title,note,url,tags,comment,source_list,status
Keats House,,https://www.google.com/maps/place/Keats+House/data=!4m2!3m1!1s0x48761a8a5daaf399:0xd36957cbb0b6ec03,,,Wanna go,wanna_go
Dulwich Picture Gallery,,https://www.google.com/maps/place/Dulwich+Picture+Gallery/data=!4m2!3m1!1s0x487603f15d5df813:0x62cec4dab72fd6d3,,,Wanna go,wanna_go
Syon Park,,https://www.google.com/maps/place/Syon+Park/data=!4m2!3m1!1s0x48760db17067db8d:0xabd8bb3beb501c71,,,Wanna go,wanna_go
Trinity Laban Dance Faculty,,https://www.google.com/maps/place/Trinity+Laban+Dance+Faculty/data=!4m2!3m1!1s0x4876028c37e85d63:0x3199d400fb9ea0cb,,,Wanna go,wanna_go
The Mayflower Pub,,https://www.google.com/maps/place/The+Mayflower+Pub/data=!4m2!3m1!1s0x48760324328c71a3:0xcb470bee32fa422c,,,Wanna go,wanna_go
Taca Tacos Peckham,,https://www.google.com/maps/place/Taca+Tacos+Peckham/data=!4m2!3m1!1s0x487603776246ae7b:0xc0f6cebf9110c8a6,,,Wanna go,wanna_go
Guacamoles,,https://www.google.com/maps/place/Guacamoles/data=!4m2!3m1!1s0x4876030033a8938b:0xd4b6293add99e6df,,,Wanna go,wanna_go
Ruth's,,https://www.google.com/maps/place/Ruth's/data=!4m2!3m1!1s0x48760f4b21d81b3f:0xffdd4571def7a783,,,Wanna go,wanna_go
Buddy's Deli,,https://www.google.com/maps/place/Buddy's+Deli/data=!4m2!3m1!1s0x487605b14bb5cbf1:0xee19035cf212af34,,,Wanna go,wanna_go
Nagare Bankside,,https://www.google.com/maps/place/Nagare+Bankside/data=!4m2!3m1!1s0x487605e3759090b5:0xdb74c58be622c1af,,,Wanna go,wanna_go
Spring Street Pizza,,https://www.google.com/maps/place/Spring+Street+Pizza/data=!4m2!3m1!1s0x487604a1bf2435bf:0xf2b5ffca3d6832f8,,,Wanna go,wanna_go
Lina Stores South Kensington - Italian Restaurant,,https://www.google.com/maps/place/Lina+Stores+South+Kensington+-+Italian+Restaurant/data=!4m2!3m1!1s0x4876053547108e11:0xc2a1c3d7a2be6458,,,Wanna go,wanna_go
Mali Vegan Thai,,https://www.google.com/maps/place/Mali+Vegan+Thai/data=!4m2!3m1!1s0x48760f481de12335:0xfdbfd5936603b642,,,Wanna go,wanna_go
The Lavery,,https://www.google.com/maps/place/The+Lavery/data=!4m2!3m1!1s0x48760542c01de325:0x4a7a5a20e5a63d91,,,Wanna go,wanna_go
MARTINO'S,,https://www.google.com/maps/place/MARTINO'S/data=!4m2!3m1!1s0x487605007ffe0955:0x1981d7b3f3c1a0d2,,,Wanna go,wanna_go
Noble Rot Lamb's Conduit,,https://www.google.com/maps/place/Noble+Rot+Lamb's+Conduit/data=!4m2!3m1!1s0x48761b3639311de7:0x42b87c4b16c9a6ae,,,Wanna go,wanna_go
Elystan Street,,https://www.google.com/maps/place/Elystan+Street/data=!4m2!3m1!1s0x4876056a53fd81c9:0x201ee6e22668bf0a,,,Wanna go,wanna_go
Cafe Kick,,https://www.google.com/maps/place/Cafe+Kick/data=!4m2!3m1!1s0x48761b4584eea71f:0x687755e70e00a56f,,,Wanna go,wanna_go
Lower Wine Bar & Bottleshop,,https://www.google.com/maps/place/Lower+Wine+Bar+%26+Bottleshop/data=!4m2!3m1!1s0x487605005dabc61d:0xb00ce7855dc3f85b,,,Wanna go,wanna_go
Planque,,https://www.google.com/maps/place/Planque/data=!4m2!3m1!1s0x48761df01fe52547:0x70b61bf96f8fefb1,,,Wanna go,wanna_go
FORNO ragged cafe',,https://www.google.com/maps/place/FORNO+ragged+cafe'/data=!4m2!3m1!1s0x48761d0015343f2d:0xb90e2c30e0a744a2,,,Wanna go,wanna_go
E5 Bakehouse,,https://www.google.com/maps/place/E5+Bakehouse/data=!4m2!3m1!1s0x48761ce60e6c44b3:0x7ef706a32cafd966,,,Wanna go,wanna_go
The Hawthorn,,https://www.google.com/maps/place/The+Hawthorn/data=!4m2!3m1!1s0x48760e2dade9c4b3:0x55eb105ab0529beb,,,Wanna go,wanna_go
Dalston Jazz Bar,,https://www.google.com/maps/place/Dalston+Jazz+Bar/data=!4m2!3m1!1s0x48761c8dd7c2fe1f:0xf0517c36fecc7844,,,Wanna go,wanna_go
Nagare Coffee,,https://www.google.com/maps/place/Nagare+Coffee/data=!4m2!3m1!1s0x48761df6d7cf5921:0xcc99556112934e11,,,Wanna go,wanna_go
moko made cafe,,https://www.google.com/maps/place/moko+made+cafe/data=!4m2!3m1!1s0x48761cbdcc2f5167:0xbc791f078323c99,,,Wanna go,wanna_go
Abuelo,,https://www.google.com/maps/place/Abuelo/data=!4m2!3m1!1s0x48761b9627dd82fb:0x58ffb5af26f460a9,,,Wanna go,wanna_go
Regency Cafe,,https://www.google.com/maps/place/Regency+Cafe/data=!4m2!3m1!1s0x487604dd8061aee7:0x9fb87b86a09b1332,,,Wanna go,wanna_go
Burnt,,https://www.google.com/maps/place/Burnt/data=!4m2!3m1!1s0x48760f9a309e94d3:0x188e069bf171b19,,,Wanna go,wanna_go
26 Grains,,https://www.google.com/maps/place/26+Grains/data=!4m2!3m1!1s0x487604cd2992f92d:0xc4ca6b8d23731010,,,Wanna go,wanna_go
Mr Fogg's Tavern,,https://www.google.com/maps/place/Mr+Fogg's+Tavern/data=!4m2!3m1!1s0x487604cdb7dffb37:0x269b4fa6aab89592,,,Wanna go,wanna_go
Below Stone Nest,,https://www.google.com/maps/place/Below+Stone+Nest/data=!4m2!3m1!1s0x487604d282b0a0d5:0x683c8a0922fb01d4,,,Wanna go,wanna_go
The Locale,,https://www.google.com/maps/place/The+Locale/data=!4m2!3m1!1s0x488845883adc4099:0x736b2925b3c61561,,,Wanna go,wanna_go
Rico’s,,https://www.google.com/maps/place/Rico%E2%80%99s/data=!4m2!3m1!1s0x4888450052327fcf:0x6e6ea445ccf28b72,,,Wanna go,wanna_go
GaGa kitchen + bar,,https://www.google.com/maps/place/GaGa+kitchen+%2B+bar/data=!4m2!3m1!1s0x4888459893c71ae9:0xa205cd7f0a71b578,,,Wanna go,wanna_go
Margo,,https://www.google.com/maps/place/Margo/data=!4m2!3m1!1s0x488847e68a7bd453:0xffbea722d45009f4,,,Wanna go,wanna_go
Cadet,,https://www.google.com/maps/place/Cadet/data=!4m2!3m1!1s0x48761d7738db04e9:0x65fa98bf10e73b9f,,,Wanna go,wanna_go
Bonne Route,,https://www.google.com/maps/place/Bonne+Route/data=!4m2!3m1!1s0x48761bd983ebb833:0x566d6e2298575d01,,,Wanna go,wanna_go
Don't Tell Dad,,https://www.google.com/maps/place/Don't+Tell+Dad/data=!4m2!3m1!1s0x487611e36db38033:0xdd6572df32d1d1f6,,,Wanna go,wanna_go
Pollini at Ladbroke Hall,,https://www.google.com/maps/place/Pollini+at+Ladbroke+Hall/data=!4m2!3m1!1s0x48761024fb6103ab:0x305178b0eb9d3104,,,Wanna go,wanna_go
Scotts Richmond,,https://www.google.com/maps/place/Scotts+Richmond/data=!4m2!3m1!1s0x48760d7f995531eb:0xa6a0f1818a05dab9,,,Wanna go,wanna_go
The Blue Stoops,,https://www.google.com/maps/place/The+Blue+Stoops/data=!4m2!3m1!1s0x48760f0027615b85:0xa51e320ab7355037,,,Wanna go,wanna_go
Prince Arthur,,https://www.google.com/maps/place/Prince+Arthur/data=!4m2!3m1!1s0x48761ca5a64f9c67:0x52393f526b8bdc58,,,Wanna go,wanna_go
Aux Merveilleux de Fred,,https://www.google.com/maps/place/Aux+Merveilleux+de+Fred/data=!4m2!3m1!1s0x4876059644e6a65f:0x62a283845a3ee3d0,,,Wanna go,wanna_go
Parrillan Borough Yards,,https://www.google.com/maps/place/Parrillan+Borough+Yards/data=!4m2!3m1!1s0x4876036466933b4f:0xdaabab13a1249e80,,,Wanna go,wanna_go
HENRI,,https://www.google.com/maps/place/HENRI/data=!4m2!3m1!1s0x487604cc0cc0584d:0xff2b3ec18c3ebada,,,Wanna go,wanna_go
Josette,,https://www.google.com/maps/place/Josette/data=!4m2!3m1!1s0x48761b4f5b9cd46d:0x2f6f4a1005d9a042,,,Wanna go,wanna_go
Burger and Beyond Shoreditch,,https://www.google.com/maps/place/Burger+and+Beyond+Shoreditch/data=!4m2!3m1!1s0x48761dbed0d2784d:0xdd1ddc46604d29d9,,,Wanna go,wanna_go
Bistro Sablé,,https://www.google.com/maps/place/Bistro+Sabl%C3%A9/data=!4m2!3m1!1s0x48761b63f4b90733:0xa014fb61aa474c69,,,Wanna go,wanna_go
Les 2 Garçons,,https://www.google.com/maps/place/Les+2+Gar%C3%A7ons/data=!4m2!3m1!1s0x48761b5cbaab4905:0x37e84fb6ba7f2113,,,Wanna go,wanna_go
El Cenote,,https://www.google.com/maps/place/El+Cenote/data=!4m2!3m1!1s0x48761b13f2c3dbdd:0xd2ed5deae422fce3,,,Wanna go,wanna_go
Proper Tacos,,https://www.google.com/maps/place/Proper+Tacos/data=!4m2!3m1!1s0x48761905f00a5891:0x77c610a00ceb3ff5,,,Wanna go,wanna_go
Mojo - Burritos & Tacos,,https://www.google.com/maps/place/Mojo+-+Burritos+%26+Tacos/data=!4m2!3m1!1s0x4876058d53606845:0x261d66a4f2d5a42c,,,Wanna go,wanna_go
Zapote,,https://www.google.com/maps/place/Zapote/data=!4m2!3m1!1s0x48761d8adf91731b:0x639bca47cd696a9,,,Wanna go,wanna_go
The Alfred Tennyson,,https://www.google.com/maps/place/The+Alfred+Tennyson/data=!4m2!3m1!1s0x4876053b8e4d2837:0x67739209083e63b1,,,Wanna go,wanna_go
Ida,,https://www.google.com/maps/place/Ida/data=!4m2!3m1!1s0x48761015f10487f9:0xce90741afa374eb2,,,Wanna go,wanna_go
The Pocket,,https://www.google.com/maps/place/The+Pocket/data=!4m2!3m1!1s0x48761b4922c91247:0xcb10257d5534c779,,,Wanna go,wanna_go
dan's,,https://www.google.com/maps/place/dan's/data=!4m2!3m1!1s0x48761d22f12029a7:0x876f25aa405878a9,,,Wanna go,wanna_go
Bébé Bob,,https://www.google.com/maps/place/B%C3%A9b%C3%A9+Bob/data=!4m2!3m1!1s0x48760534a2732181:0x39b1b2428a104bfc,,,Wanna go,wanna_go
Panadera Soho,,https://www.google.com/maps/place/Panadera+Soho/data=!4m2!3m1!1s0x487605cbee60fa0d:0x47be8027869070f3,,,Wanna go,wanna_go
Wildflowers Restaurant,,https://www.google.com/maps/place/Wildflowers+Restaurant/data=!4m2!3m1!1s0x487605002c4eaf45:0x3fb5690ccd2e146d,,,Wanna go,wanna_go
Dumpling,,https://www.google.com/maps/place/Dumpling/data=!4m2!3m1!1s0x48760f002fc3c617:0x8b9344a0da350604,,,Wanna go,wanna_go
Noodle & Beer Chinatown,,https://www.google.com/maps/place/Noodle+%26+Beer+Chinatown/data=!4m2!3m1!1s0x4876056c606bb24b:0x55d699708c139afa,,,Wanna go,wanna_go
Four Seasons (Chinatown - Gerrard Street),,https://www.google.com/maps/place/Four+Seasons+(Chinatown+-+Gerrard+Street)/data=!4m2!3m1!1s0x487605f6220f6143:0xb5a5be70e4962452,,,Wanna go,wanna_go
Lilibet's,,https://www.google.com/maps/place/Lilibet's/data=!4m2!3m1!1s0x487605dd92badb4f:0xb8211e7129cab8e1,,,Wanna go,wanna_go
"The Coach & Horses, Soho",,"https://www.google.com/maps/place/The+Coach+%26+Horses,+Soho/data=!4m2!3m1!1s0x47d89fcf1fb2c173:0xb76daebd5aa1b5ca",,,Wanna go,wanna_go
Otto's French Restaurant London,,https://www.google.com/maps/place/Otto's+French+Restaurant+London/data=!4m2!3m1!1s0x48761b48fe116fbb:0xe0b0cf327fa67ca5,,,Wanna go,wanna_go
Blenheim Palace,,https://www.google.com/maps/place/Blenheim+Palace/data=!4m2!3m1!1s0x4876cfe323947857:0x553e59b8e1ef0e18,,,Wanna go,wanna_go
Chelsea Grill,,https://www.google.com/maps/place/Chelsea+Grill/data=!4m2!3m1!1s0x487605002b59828d:0x7d19f52bf2c104ba,,,Wanna go,wanna_go
Maset,,https://www.google.com/maps/place/Maset/data=!4m2!3m1!1s0x48761b005ef4fa47:0x4fecd1a49032b6c2,,,Wanna go,wanna_go
Perilla,,https://www.google.com/maps/place/Perilla/data=!4m2!3m1!1s0x48761c868486846f:0x326b653ea294ce0a,,,Wanna go,wanna_go
Stable Wines,,https://www.google.com/maps/place/Stable+Wines/data=!4m2!3m1!1s0x48761d7a391ef037:0xccea2e1197db93ac,,,Wanna go,wanna_go
Kolae,,https://www.google.com/maps/place/Kolae/data=!4m2!3m1!1s0x487603353370066b:0xc8030aeb7f27624e,,,Wanna go,wanna_go
Gloria,,https://www.google.com/maps/place/Gloria/data=!4m2!3m1!1s0x48761d27e14edf8f:0x56a65d5c3cdf7036,,,Wanna go,wanna_go
All My Friends,,https://www.google.com/maps/place/All+My+Friends/data=!4m2!3m1!1s0x48761d88d40d9267:0x5e07bf715646b220,,,Wanna go,wanna_go
Jumbi,,https://www.google.com/maps/place/Jumbi/data=!4m2!3m1!1s0x48760332378a3441:0x5738130246f1218e,,,Wanna go,wanna_go
Cafe 1001,,https://www.google.com/maps/place/Cafe+1001/data=!4m2!3m1!1s0x48761cb6159e0073:0x1a146b75a5abf194,,,Wanna go,wanna_go
CILANTRO - PUTNEY(Healthy Indian Restaurant),Butter chicken,https://www.google.com/maps/place/CILANTRO+-+PUTNEY(Healthy+Indian+Restaurant)/data=!4m2!3m1!1s0x48760fd78bf25651:0x6f8c08a727c5286,,,Wanna go,wanna_go
Napoli on the Road - Chiswick,,https://www.google.com/maps/place/Napoli+on+the+Road+-+Chiswick/data=!4m2!3m1!1s0x48760f950ced1ba5:0x7d822731123fe241,,,Wanna go,wanna_go
BiBi,,https://www.google.com/maps/place/BiBi/data=!4m2!3m1!1s0x487605dc0c1e6a61:0x3510eca7289483b,,,Wanna go,wanna_go
Hunan,,https://www.google.com/maps/place/Hunan/data=!4m2!3m1!1s0x4876051762d93f03:0x673ab6e96cf5cdbe,,,Wanna go,wanna_go
Colonel Saab High Holborn,,https://www.google.com/maps/place/Colonel+Saab+High+Holborn/data=!4m2!3m1!1s0x48761b02dcfc579d:0x16101e9ce7039ed3,,,Wanna go,wanna_go
Maggie Jones's Restaurant,,https://www.google.com/maps/place/Maggie+Jones's+Restaurant/data=!4m2!3m1!1s0x48760ff70ae100d1:0xe8ebf13cf880299b,,,Wanna go,wanna_go
LadyBoy อีสาน,,https://www.google.com/maps/place/LadyBoy+%E0%B8%AD%E0%B8%B5%E0%B8%AA%E0%B8%B2%E0%B8%99/data=!4m2!3m1!1s0x85d1ff006975d5bf:0xcdf80d40f147cdfb,,,Wanna go,wanna_go
reemies cakes,,https://www.google.com/maps/place/reemies+cakes/data=!4m2!3m1!1s0x48760f4b0609ce63:0x9ca8afa1b0289b18,,,Wanna go,wanna_go
Berenjak Soho,,https://www.google.com/maps/place/Berenjak+Soho/data=!4m2!3m1!1s0x48760533134b669b:0xbc560d9169dcb066,,,Wanna go,wanna_go
Berenjak Borough,,https://www.google.com/maps/place/Berenjak+Borough/data=!4m2!3m1!1s0x487603d0d6ba7b55:0x2abd7b6dfca08660,,,Wanna go,wanna_go
Sarv's Slice,,https://www.google.com/maps/place/Sarv's+Slice/data=!4m2!3m1!1s0x48760d3d532dc427:0x4305f11c6a261a4d,,,Wanna go,wanna_go
Archer Street Soho,Fun live singers,https://www.google.com/maps/place/Archer+Street+Soho/data=!4m2!3m1!1s0x487604d39105b39b:0x5e552a143576d59d,,,Wanna go,wanna_go
Donia,,https://www.google.com/maps/place/Donia/data=!4m2!3m1!1s0x48760500b1014a4d:0x8540f3fe1666fc35,,,Wanna go,wanna_go
Decimo,,https://www.google.com/maps/place/Decimo/data=!4m2!3m1!1s0x48761b30e47950fd:0x28b58b3d36401ad3,,,Wanna go,wanna_go
Mc & Sons Borough,,https://www.google.com/maps/place/Mc+%26+Sons+Borough/data=!4m2!3m1!1s0x487604a5fd52c641:0xd7b4af5823c83b6a,,,Wanna go,wanna_go
Old Coffee House,,https://www.google.com/maps/place/Old+Coffee+House/data=!4m2!3m1!1s0x487604d4f9d16bb7:0xced800df92f4608,,,Wanna go,wanna_go
The Spurstowe Arms,,https://www.google.com/maps/place/The+Spurstowe+Arms/data=!4m2!3m1!1s0x487606f76b898add:0x23f4eb01ef8cd953,,,Wanna go,wanna_go
Gerry's Club,,https://www.google.com/maps/place/Gerry's+Club/data=!4m2!3m1!1s0x48761b2cca6645a1:0x64064d2ff950c8d6,,,Wanna go,wanna_go
Carbone London,,https://www.google.com/maps/place/Carbone+London/data=!4m2!3m1!1s0x48760527e0c02ce9:0x8279058ebbeb9fa6,,,Wanna go,wanna_go
Tacos Charly Oficial,,https://www.google.com/maps/place/Tacos+Charly+Oficial/data=!4m2!3m1!1s0x85ce0060f8514a57:0x64e0d41e0d710432,,,Wanna go,wanna_go
El Califa de León,,https://www.google.com/maps/place/El+Califa+de+Le%C3%B3n/data=!4m2!3m1!1s0x85d1f8cfab01d80d:0x913045c236575e79,,,Wanna go,wanna_go
Tacos Domingo - Pacheco,,https://www.google.com/maps/place/Tacos+Domingo+-+Pacheco/data=!4m2!3m1!1s0x85d1ff0042b5c851:0x4e502bd61ac184c8,,,Wanna go,wanna_go
Villa di Geggiano,,https://www.google.com/maps/place/Villa+di+Geggiano/data=!4m2!3m1!1s0x48760e478395ed5b:0x9ba08733c2e3b4be,,,Wanna go,wanna_go
The Hart - Marylebone,,https://www.google.com/maps/place/The+Hart+-+Marylebone/data=!4m2!3m1!1s0x48761baf91df1a39:0x449337a81bce4228,,,Wanna go,wanna_go
Café Deco,,https://www.google.com/maps/place/Caf%C3%A9+Deco/data=!4m2!3m1!1s0x48761b2e0a66f15d:0xb1ecb2eaea4d57b1,,,Wanna go,wanna_go
Frame Notting Hill,,https://www.google.com/maps/place/Frame+Notting+Hill/data=!4m2!3m1!1s0x4876113aef273933:0xc4b7ffd5d3911b6d,,,Wanna go,wanna_go
The Broad Walk,Ir esta senana,https://www.google.com/maps/place/The+Broad+Walk/data=!4m2!3m1!1s0x48761ad0abc43d03:0x2b7b95b1eeab9b67,,,Wanna go,wanna_go
Ad Hoc London,,https://www.google.com/maps/place/Ad+Hoc+London/data=!4m2!3m1!1s0x4876056c629ca52b:0x270d14941f0b8a88,,,Wanna go,wanna_go
Bar Lotus,,https://www.google.com/maps/place/Bar+Lotus/data=!4m2!3m1!1s0x48761d76870c213f:0x80bdab35282ab319,,,Wanna go,wanna_go
Wingnut Wines,,https://www.google.com/maps/place/Wingnut+Wines/data=!4m2!3m1!1s0x48761d577b12d329:0x73cb2f03239a496d,,,Wanna go,wanna_go
Cafe St Honorė,,https://www.google.com/maps/place/Cafe+St+Honor%C4%97/data=!4m2!3m1!1s0x4887c796c9e4205f:0xb27c82dbfb040d49,,,Wanna go,wanna_go
tipo,,https://www.google.com/maps/place/tipo/data=!4m2!3m1!1s0x4887c7d27a0576bf:0x8e620ddec5a645ae,,,Wanna go,wanna_go
Little Capo,,https://www.google.com/maps/place/Little+Capo/data=!4m2!3m1!1s0x4887c7b801c5efbd:0xe7c4027d26486a44,,,Wanna go,wanna_go
Kay’s Bar,,https://www.google.com/maps/place/Kay%E2%80%99s+Bar/data=!4m2!3m1!1s0x4887c795defc032f:0x5d3135fc9d1932bc,,,Wanna go,wanna_go
Smith's of Wapping,,https://www.google.com/maps/place/Smith's+of+Wapping/data=!4m2!3m1!1s0x48760339deb1834b:0x72a0c07229ebd18d,,,Wanna go,wanna_go
Vennel,,https://www.google.com/maps/place/Vennel/data=!4m2!3m1!1s0x4887c79bc748bb61:0x6689df3d4ff077b3,,,Wanna go,wanna_go
treen,,https://www.google.com/maps/place/treen/data=!4m2!3m1!1s0x4887c800d8300d4b:0x379e4c91445b21a2,,,Wanna go,wanna_go
Six by Nico Edinburgh - Hanover St,,https://www.google.com/maps/place/Six+by+Nico+Edinburgh+-+Hanover+St/data=!4m2!3m1!1s0x4887c7916b73111d:0x2bd9c0c8b34e08cb,,,Wanna go,wanna_go
The Last Drop,,https://www.google.com/maps/place/The+Last+Drop/data=!4m2!3m1!1s0x4887c79a5669b663:0x4b5cd27d8ffd1b32,,,Wanna go,wanna_go
The White Hart Inn,,https://www.google.com/maps/place/The+White+Hart+Inn/data=!4m2!3m1!1s0x4887c79a4b04cf35:0x8d5bb0653f9e479a,,,Wanna go,wanna_go
Arthur's Seat,,https://www.google.com/maps/place/Arthur's+Seat/data=!4m2!3m1!1s0x4887b884112f22b9:0x218a466c41934cf0,,,Wanna go,wanna_go
Calton Hill,,https://www.google.com/maps/place/Calton+Hill/data=!4m2!3m1!1s0x4887c7896e46c799:0x9181b664f75766dd,,,Wanna go,wanna_go
The Devil's Advocate,,https://www.google.com/maps/place/The+Devil's+Advocate/data=!4m2!3m1!1s0x4887c78556cfa907:0x12a9bbba5a579885,,,Wanna go,wanna_go
Advocate's Close,,https://www.google.com/maps/place/Advocate's+Close/data=!4m2!3m1!1s0x4887c78551007b15:0x57edd87f2c5aa892,,,Wanna go,wanna_go
Makars Mash Bar,,https://www.google.com/maps/place/Makars+Mash+Bar/data=!4m2!3m1!1s0x4887c79a9f5a91c9:0xb3e26ede3bf354,,,Wanna go,wanna_go
radiCibus,,https://www.google.com/maps/place/radiCibus/data=!4m2!3m1!1s0x4887c7be4a6325cb:0x97303a33cf18ad7d,,,Wanna go,wanna_go
The Palmerston,,https://www.google.com/maps/place/The+Palmerston/data=!4m2!3m1!1s0x4887c7cbb762a3ef:0xb4052f357ef88b4e,,,Wanna go,wanna_go
Dune,,https://www.google.com/maps/place/Dune/data=!4m2!3m1!1s0x48865782432f8201:0xc12b78b1d3ed9814,,,Wanna go,wanna_go
St Andrews Links Clubhouse & Tom Morris Bar & Grill,,https://www.google.com/maps/place/St+Andrews+Links+Clubhouse+%26+Tom+Morris+Bar+%26+Grill/data=!4m2!3m1!1s0x48865781778964b5:0x44520f49274943ba,,,Wanna go,wanna_go
Crofters,,https://www.google.com/maps/place/Crofters/data=!4m2!3m1!1s0x488f82bac2b7ae93:0x6333c74c353c15a7,,,Wanna go,wanna_go
Swanston Farm,,https://www.google.com/maps/place/Swanston+Farm/data=!4m2!3m1!1s0x4887c72d2835ba27:0x7128ca576b9946a0,,,Wanna go,wanna_go
The Glenmorangie Distillery Co,,https://www.google.com/maps/place/The+Glenmorangie+Distillery+Co/data=!4m2!3m1!1s0x488f8eea3a1027cd:0xf571df9ffe44812c,,,Wanna go,wanna_go
Arcade Bar Haggis & Whisky House,,https://www.google.com/maps/place/Arcade+Bar+Haggis+%26+Whisky+House/data=!4m2!3m1!1s0x4887c78f87bdef2b:0x169d0484e12a890d,,,Wanna go,wanna_go
Dunrobin Castle,,https://www.google.com/maps/place/Dunrobin+Castle/data=!4m2!3m1!1s0x488ff56c3e55825f:0x96c224f848c0abbf,,,Wanna go,wanna_go
The Cheesy Toast Shack,,https://www.google.com/maps/place/The+Cheesy+Toast+Shack/data=!4m2!3m1!1s0x488657314b53a999:0xc317f97e25dafde1,,,Wanna go,wanna_go
Dook,,https://www.google.com/maps/place/Dook/data=!4m2!3m1!1s0x48865781126b3c35:0x928cd72b399ed4eb,,,Wanna go,wanna_go
Balgove Larder,,https://www.google.com/maps/place/Balgove+Larder/data=!4m2!3m1!1s0x4886577c7dbb257f:0x4870e8dad0921af2,,,Wanna go,wanna_go
The Hermitage (National Trust for Scotland),,https://www.google.com/maps/place/The+Hermitage+(National+Trust+for+Scotland)/data=!4m2!3m1!1s0x4886192cf66049cf:0x6896d05d3afc5efa,,,Wanna go,wanna_go
Scone Palace,,https://www.google.com/maps/place/Scone+Palace/data=!4m2!3m1!1s0x48863b61b0ea616f:0x340cdd1284dcd3e7,,,Wanna go,wanna_go
Kinnoull Hill,,https://www.google.com/maps/place/Kinnoull+Hill/data=!4m2!3m1!1s0x48863bac80dd7fad:0xd0bb8ecf4d8e7c7e,,,Wanna go,wanna_go
Linlithgow Palace,,https://www.google.com/maps/place/Linlithgow+Palace/data=!4m2!3m1!1s0x4887d7868437e20b:0x8f4da4a9c4545673,,,Wanna go,wanna_go
Doune Castle,,https://www.google.com/maps/place/Doune+Castle/data=!4m2!3m1!1s0x48888bd24de4fcbf:0x5599d30a61b7fb39,,,Wanna go,wanna_go
Midhope Castle,,https://www.google.com/maps/place/Midhope+Castle/data=!4m2!3m1!1s0x4887d08e0e24a40b:0xaba569f7937ebb5,,,Wanna go,wanna_go
House of Bruar Fish and Chip Shop,,https://www.google.com/maps/place/House+of+Bruar+Fish+and+Chip+Shop/data=!4m2!3m1!1s0x4888ac28142bec15:0x90017e2505874b91,,,Wanna go,wanna_go
Baba,,https://www.google.com/maps/place/Baba/data=!4m2!3m1!1s0x4887c797db0356d9:0x695f7951d136fe1e,,,Wanna go,wanna_go
The Begging Bowl,,https://www.google.com/maps/place/The+Begging+Bowl/data=!4m2!3m1!1s0x48760398ce09a615:0x67ed1641e500d1b2,,,Wanna go,wanna_go
National Monument of Scotland,Vista increible ,https://www.google.com/maps/place/National+Monument+of+Scotland/data=!4m2!3m1!1s0x4887c7d5988e13a7:0xa90f1ac6642f202d,,,Wanna go,wanna_go
The Ship on The Shore,Baras mariscos,https://www.google.com/maps/place/The+Ship+on+The+Shore/data=!4m2!3m1!1s0x4887b804f7aada77:0x18b42d9ba477293c,,,Wanna go,wanna_go
The Bon Vivant,,https://www.google.com/maps/place/The+Bon+Vivant/data=!4m2!3m1!1s0x4887c796cb6a0a1b:0x6f797ecd505b88dc,,,Wanna go,wanna_go
The Milkman,,https://www.google.com/maps/place/The+Milkman/data=!4m2!3m1!1s0x4887c78ff097b1df:0x2e3b67988666ce3f,,,Wanna go,wanna_go
The Oxford Bar,,https://www.google.com/maps/place/The+Oxford+Bar/data=!4m2!3m1!1s0x4887c7964bb6afbd:0x5afd7d122c9f44eb,,,Wanna go,wanna_go
White Horse Oyster & Seafood Bar,,https://www.google.com/maps/place/White+Horse+Oyster+%26+Seafood+Bar/data=!4m2!3m1!1s0x4887c788a7900c01:0xde5c186c423d0103,,,Wanna go,wanna_go
Alby's Leith,,https://www.google.com/maps/place/Alby's+Leith/data=!4m2!3m1!1s0x4887b91195e8fb0b:0x6ea6123a1a5a6968,,,Wanna go,wanna_go
Alby's Southside,,https://www.google.com/maps/place/Alby's+Southside/data=!4m2!3m1!1s0x4887c75b33742c77:0x92bf9c8899022d3c,,,Wanna go,wanna_go
Civerinos Stockbridge,,https://www.google.com/maps/place/Civerinos+Stockbridge/data=!4m2!3m1!1s0x4887c75a52056797:0xfd8b0de5eded92f4,,,Wanna go,wanna_go
Toast,,https://www.google.com/maps/place/Toast/data=!4m2!3m1!1s0x4887b805b0aa4d87:0xd724cc3b85b1c6f9,,,Wanna go,wanna_go
Williams & Johnson Coffee Co.,,https://www.google.com/maps/place/Williams+%26+Johnson+Coffee+Co./data=!4m2!3m1!1s0x4887b80444c2f7f3:0x48cec96ab41b4c5e,,,Wanna go,wanna_go
The Scotsman's Lounge,,https://www.google.com/maps/place/The+Scotsman's+Lounge/data=!4m2!3m1!1s0x4887c7857ff5944f:0x7b7aed2a914874d4,,,Wanna go,wanna_go
Lannan Bakery,,https://www.google.com/maps/place/Lannan+Bakery/data=!4m2!3m1!1s0x4887c72a2ce81ef9:0xdb9ed6e148106ff2,,,Wanna go,wanna_go
The Outsider Restaurant,,https://www.google.com/maps/place/The+Outsider+Restaurant/data=!4m2!3m1!1s0x4887c79ad16bc623:0x1c4161e613b433e0,,,Wanna go,wanna_go
Royal Mile,,https://www.google.com/maps/place/Royal+Mile/data=!4m2!3m1!1s0x4887c785f515e389:0x364ad16cf392cb1e,,,Wanna go,wanna_go
