title,note,url,tags,comment,source_list,status,google_place_id,google_name,google_maps_uri,formatted_address,neighborhood,city,state,country,country_code,postal_code,latitude,longitude,primary_type,google_types,business_status,google_rating,review_count,price_level,match_status
CREDA - Gastronomia popolare,No esta en la lista pero se ve impresionante. Localisimo y como neighborhood,https://www.google.com/maps/place/CREDA+-+Gastronomia+popolare/data=!4m2!3m1!1s0x4786c5001a824c39:0x76880541a30d45f0,,,Wanna go,wanna_go,ChIJOUyCGgDFhkcR8EUNo0EFiHY,CREDA - Gastronomia popolare,https://maps.google.com/?cid=8541082472774714864&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Via Orti, 12, 20122 Milano MI, Italy",,Milano,Lombardia,Italy,IT,20122,45.4549721,9.2003387,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,313.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
Trattoria Trippa,Este no esta en la lista de fer pero se ve buenisimo por si andan por esta zona,https://www.google.com/maps/place/Trattoria+Trippa/data=!4m2!3m1!1s0x4786c4218413ad69:0xfc783fe9dd0a5223,,,Wanna go,wanna_go,ChIJaa0ThCHEhkcRI1IK3ek_ePw,Trattoria Trippa,https://maps.google.com/?cid=18192360968431489571&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Via Giorgio Vasari, 1, 20135 Milano MI, Italy",,Milano,Lombardia,Italy,IT,20135,45.452166,9.2054825,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,1759.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
La Gioia San Marco,"Se ve buenisimo, mas moderno y como intermedio de los 3 de la esquina",https://www.google.com/maps/place/La+Gioia+San+Marco/data=!4m2!3m1!1s0x4786c72cfe0dd087:0x8c9994bf66dafda5,,,Wanna go,wanna_go,ChIJh9AN_izHhkcRpf3aZr-UmYw,La Gioia San Marco,https://maps.google.com/?cid=10131292386531933605&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Via S. Marco, 38, 20121 Milano MI, Italy",,Milano,Lombardia,Italy,IT,20121,45.478108399999996,9.18913,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,3673.0,,RESOLVED_FROM_URL
Solferino,"Se ve muy bueno, es el primero de la lista de fer y es el mas austero/tavernoso de la esquina",https://www.google.com/maps/place/Solferino/data=!4m2!3m1!1s0x4786c6cab5fc8857:0xf3bd1233a58a1f43,,,Wanna go,wanna_go,ChIJV4j8tcrGhkcRQx-KpTMSvfM,Solferino,https://maps.google.com/?cid=17563214134844727107&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Via Castelfidardo, 2, 20121 Milano MI, Italy",,Milano,Lombardia,Italy,IT,20121,45.478087699999996,9.1883237,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",CLOSED_TEMPORARILY,4.1,1502.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
Al Baretto San Marco,Se ve mega cool pero el mas fancy de los 3 de la esquina,https://www.google.com/maps/place/Al+Baretto+San+Marco/data=!4m2!3m1!1s0x4786c12cef7c2d99:0x641a391c3ff54d71,,,Wanna go,wanna_go,ChIJmS187yzBhkcRcU31Pxw5GmQ,Al Baretto San Marco,https://maps.google.com/?cid=7213140546682178929&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Via Marsala, 2, 20121 Milano MI, Italy",,Milano,Lombardia,Italy,IT,20121,45.478389899999996,9.188031800000001,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,1883.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
Trattoria Torre di Pisa,Se ve casero y dicen que la carne esta buena,https://www.google.com/maps/place/Trattoria+Torre+di+Pisa/data=!4m2!3m1!1s0x4786c14caccf1b73:0xa6901499b6af6624,,,Wanna go,wanna_go,ChIJcxvPrEzBhkcRJGavtpkUkKY,Trattoria Torre di Pisa,https://maps.google.com/?cid=12002115657369871908&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Via Fiori Chiari, 21, 20121 Milano MI, Italy",,Milano,Lombardia,Italy,IT,20121,45.471747699999995,9.184513299999999,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,3.9,1525.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
Casa Fiori Chiari Milano,Mexcla de moderno y clasico. Tiene pizzas tambien,https://www.google.com/maps/place/Casa+Fiori+Chiari+Milano/data=!4m2!3m1!1s0x4786c721c02b16df:0x10c24b412b851a59,,,Wanna go,wanna_go,ChIJ3xYrwCHHhkcRWRqFK0FLwhA,Casa Fiori Chiari Milano,https://maps.google.com/?cid=1207610393363815001&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Via Fiori Chiari, 8, 20121 Milano MI, Italy",,Milano,Lombardia,Italy,IT,20121,45.4723496,9.1870506,restaurant,"restaurant, pizza_restaurant, food, point_of_interest, establishment",OPERATIONAL,4.1,791.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
Ristorante Nuova Arena,Chiquito cozy romantico y buenos reviews,https://www.google.com/maps/place/Ristorante+Nuova+Arena/data=!4m2!3m1!1s0x4786c1362610bb29:0x2a182a8f27b1fd1e,,,Wanna go,wanna_go,ChIJKbsQJjbBhkcRHv2xJ48qGCo,Ristorante Nuova Arena,https://maps.google.com/?cid=3033221143368695070&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Piazza Lega Lombarda, 5, 20154 Milano MI, Italy",,Milano,Lombardia,Italy,IT,20154,45.4780229,9.1801873,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,394.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
Antica Trattoria della Pesa,Me latio aparte lo de enfrente esta cool pero se ve algo cantinoso,https://www.google.com/maps/place/Antica+Trattoria+della+Pesa/data=!4m2!3m1!1s0x4786c13404655033:0x1980ee4081d8ea87,,,Wanna go,wanna_go,ChIJM1BlBDTBhkcRh-rYgUDugBk,Antica Trattoria della Pesa,https://maps.google.com/?cid=1837730608790956679&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Viale Pasubio, 10, 20154 Milano MI, Italy",,Milano,Lombardia,Italy,IT,20154,45.4817604,9.184023500000002,italian_restaurant,"italian_restaurant, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.2,1457.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
Ristorante Da Giacomo,Mas elegante pero se ve impresionante,https://www.google.com/maps/place/Ristorante+Da+Giacomo/data=!4m2!3m1!1s0x4786c6981a3f85b7:0x793e932c46db66c8,,,Wanna go,wanna_go,ChIJt4U_GpjGhkcRyGbbRiyTPnk,Ristorante Da Giacomo,https://maps.google.com/?cid=8736582145521968840&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Via Pasquale Sottocorno, 6, 20129 Milano MI, Italy",,Milano,Lombardia,Italy,IT,20129,45.46543,9.208613999999999,italian_restaurant,"italian_restaurant, mediterranean_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.3,1723.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
606 Club,,https://www.google.com/maps/place/606+Club/data=!4m2!3m1!1s0x4876057bf934a6f9:0x5d3e939cf21f52a0,,,Wanna go,wanna_go,ChIJ-aY0-XsFdkgRoFIf8pyTPl0,606 Club,https://maps.google.com/?cid=6718969996369679008&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"90 Lots Rd, London SW10 0QD, UK",,Greater London,England,United Kingdom,GB,SW10 0QD,51.478429,-0.1816312,live_music_venue,"live_music_venue, wedding_venue, event_venue, bar, night_club, restaurant, food, point_of_interest, service, establishment",OPERATIONAL,4.6,1111.0,,RESOLVED_FROM_URL
The Abingdon,,https://www.google.com/maps/place/The+Abingdon/data=!4m2!3m1!1s0x48760ff3b713c331:0x550ddf061ed9155f,,,Wanna go,wanna_go,ChIJMcMTt_MPdkgRXxXZHgbfDVU,The Abingdon,https://maps.google.com/?cid=6128799885301454175&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"54 Abingdon Rd, London W8 6AP, UK",,Greater London,England,United Kingdom,GB,W8 6AP,51.4975667,-0.1961483,restaurant,"cocktail_bar, wine_bar, pub, bar, european_restaurant, british_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,654.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
The Bull and Last,,https://www.google.com/maps/place/The+Bull+and+Last/data=!4m2!3m1!1s0x48761a5642f083f5:0x6f3a3ed80ad1f50c,,,Wanna go,wanna_go,ChIJ9YPwQlYadkgRDPXRCtg-Om8,The Bull and Last,https://maps.google.com/?cid=8014787584474608908&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"168 Highgate Rd, London NW5 1QS, UK",,Greater London,England,United Kingdom,GB,NW5 1QS,51.5589095,-0.14864239999999998,pub,"pub, hotel, bar, lodging, point_of_interest, establishment",OPERATIONAL,4.4,999.0,,RESOLVED_FROM_URL
Papo’s Bagels,,https://www.google.com/maps/place/Papo%E2%80%99s+Bagels/data=!4m2!3m1!1s0x48761dc803cff55b:0xfdc10384d3074cba,,,Wanna go,wanna_go,ChIJW_XPA8gddkgRukwH04QDwf0,Papo’s Bagels,https://maps.google.com/?cid=18284899831111961786&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Amhurst Rd, London E8 2AJ, UK",,Greater London,England,United Kingdom,GB,E8 2AJ,51.5494592,-0.06089949999999999,bagel_shop,"bagel_shop, bakery, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.6,412.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Söderberg Wandsworth,,https://www.google.com/maps/place/S%C3%B6derberg+Wandsworth/data=!4m2!3m1!1s0x48760fa4c34e60ff:0xb17bfff0a3895f9f,,,Wanna go,wanna_go,ChIJ_2BOw6QPdkgRn1-Jo_D_e7E,Söderberg Wandsworth,https://maps.google.com/?cid=12789096975849578399&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"362 Old York Rd, London SW18 1SP, UK",,Greater London,England,United Kingdom,GB,SW18 1SP,51.459880999999996,-0.1893982,coffee_shop,"coffee_shop, cafe, bakery, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.5,92.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Mahali Bakery by Mahali and Co,,https://www.google.com/maps/place/Mahali+Bakery+by+Mahali+and+Co/data=!4m2!3m1!1s0x487605bd7acd6c7f:0x2224c386fbb467d8,,,Wanna go,wanna_go,ChIJf2zNer0FdkgR2Ge0-4bDJCI,Mahali Bakery by Mahali and Co,https://maps.google.com/?cid=2460306280967071704&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Ground Floor Retail, 24 Battersea Park Rd, London SW11 4HY, UK",,Greater London,England,United Kingdom,GB,SW11 4HY,51.4763807,-0.1487075,bakery,"bakery, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.7,586.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
People's Park Tavern,,https://www.google.com/maps/place/People's+Park+Tavern/data=!4m2!3m1!1s0x48761d37572d8291:0xfe62b5d765cda65,,,Wanna go,wanna_go,ChIJkYItVzcddkgRZdpcdl0r5g8,People's Park Tavern,https://maps.google.com/?cid=1145650835630119525&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"360 Victoria Park Rd, London E9 7BT, UK",,Greater London,England,United Kingdom,GB,E9 7BT,51.5415898,-0.0377676,pub,"pub, bar, point_of_interest, establishment",OPERATIONAL,4.3,1870.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Rose & Crown,,https://www.google.com/maps/place/The+Rose+%26+Crown/data=!4m2!3m1!1s0x487605ad37d41b5b:0xe00f81c05c6a002c,,,Wanna go,wanna_go,ChIJWxvUN60FdkgRLABqXMCBD-A,The Rose & Crown,https://maps.google.com/?cid=16145265852330672172&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"2 The Polygon, London SW4 0JG, UK",,Greater London,England,United Kingdom,GB,SW4 0JG,51.463700599999996,-0.141313,pub,"pub, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,903.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Apollo Arms Public House,,https://www.google.com/maps/place/The+Apollo+Arms+Public+House/data=!4m2!3m1!1s0x487605b40174c64b:0x4ee356aff3ea826e,,,Wanna go,wanna_go,ChIJS8Z0AbQFdkgRboLq869W404,The Apollo Arms Public House,https://maps.google.com/?cid=5684482468383195758&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"13-19 Old Town, London SW4 0JT, UK",,Greater London,England,United Kingdom,GB,SW4 0JT,51.465210899999995,-0.1410368,gastropub,"gastropub, pub, bar, restaurant, food, point_of_interest, establishment",CLOSED_PERMANENTLY,4.5,300.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Tower House,,https://www.google.com/maps/place/Tower+House/data=!4m2!3m1!1s0x48760c474277b251:0x6a6424bac2f035d9,,,Wanna go,wanna_go,ChIJUbJ3QkcMdkgR2TXwwrokZGo,Tower House,https://maps.google.com/?cid=7666292850244466137&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Tower House, 10 Bridge St, Richmond TW9 1TQ, UK",,Greater London,England,United Kingdom,GB,TW9 1TQ,51.458007599999995,-0.30628780000000005,premise,"premise, street_address",,,,,RESOLVED_FROM_URL
Legado Restaurant,,https://www.google.com/maps/place/Legado+Restaurant/data=!4m2!3m1!1s0x48761d1b3b9cee89:0xd2b5e25d3a85cbc0,,,Wanna go,wanna_go,ChIJie6cOxsddkgRwMuFOl3itdI,Legado Restaurant,https://maps.google.com/?cid=15183290608791178176&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Unit 1C Montacute, Yards, London E1 6HU, UK",,Greater London,England,United Kingdom,GB,E1 6HU,51.52442440000001,-0.0783523,spanish_restaurant,"spanish_restaurant, fine_dining_restaurant, restaurant, point_of_interest, food, establishment",OPERATIONAL,4.5,430.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
Frankie’s Bakery,,https://www.google.com/maps/place/Frankie%E2%80%99s+Bakery/data=!4m2!3m1!1s0x48760fd94690d6c1:0xad00f19373ac2e5a,,,Wanna go,wanna_go,ChIJwdaQRtkPdkgRWi6sc5PxAK0,Frankie’s Bakery,https://maps.google.com/?cid=12466229384164683354&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"3 Chiswick Common Rd, Chiswick, London W4 1RR, UK",Chiswick,Greater London,England,United Kingdom,GB,W4 1RR,51.494443399999994,-0.255653,bakery,"bakery, food_store, store, point_of_interest, food, establishment",OPERATIONAL,4.8,191.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Fischers,,https://www.google.com/maps/place/Fischers/data=!4m2!3m1!1s0x48761ad1c19c7675:0x15ffa42a739b55f8,,,Wanna go,wanna_go,ChIJdXacwdEadkgR-FWbcyqk_xU,Fischers,https://maps.google.com/?cid=1585166096092845560&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"50 Marylebone High St, London W1U 5HN, UK",,Greater London,England,United Kingdom,GB,W1U 5HN,51.521622199999996,-0.1516157,austrian_restaurant,"austrian_restaurant, european_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,2103.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Hoop & Grapes,,https://www.google.com/maps/place/Hoop+%26+Grapes/data=!4m2!3m1!1s0x48761b52b1d14ad5:0xb1000e56579509b1,,,Wanna go,wanna_go,ChIJ1UrRsVIbdkgRsQmVV1YOALE,Hoop & Grapes,https://maps.google.com/?cid=12754209908712606129&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"80 Farringdon St, London EC4A 4BL, UK",,Greater London,England,United Kingdom,GB,EC4A 4BL,51.51543650000001,-0.1049401,pub,"pub, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.1,453.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Windmill,,https://www.google.com/maps/place/The+Windmill/data=!4m2!3m1!1s0x4876057c704a4439:0xa6bfa0dde4d8f0a9,,,Wanna go,wanna_go,ChIJOURKcHwFdkgRqfDY5N2gv6Y,The Windmill,https://maps.google.com/?cid=12015499205735411881&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Clapham Common South Side, London SW4 9DE, UK",,Greater London,England,United Kingdom,GB,SW4 9DE,51.4576055,-0.1441801,pub,"pub, sports_bar, beer_garden, bar, restaurant, point_of_interest, food, establishment",OPERATIONAL,4.5,1545.0,,RESOLVED_FROM_URL
Konjiki,,https://www.google.com/maps/place/Konjiki/data=!4m2!3m1!1s0x48760ff7098e910b:0xd3c21e7b1ab381cf,,,Wanna go,wanna_go,ChIJC5GOCfcPdkgRz4GzGnsewtM,Konjiki,https://maps.google.com/?cid=15258792001562444239&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"20 Kensington Church St, London W8 4EP, UK",,Greater London,England,United Kingdom,GB,W8 4EP,51.502670599999995,-0.1910262,japanese_restaurant,"japanese_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,1025.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Society Bar & Kitchen,,https://www.google.com/maps/place/Society+Bar+%26+Kitchen/data=!4m2!3m1!1s0x4887c746809dc94f:0x12b411925d02e9a,,,Wanna go,wanna_go,ChIJT8mdgEbHh0gRmi7QJRlBKwE,Society Bar & Kitchen,https://maps.google.com/?cid=84232594300874394&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"1 Waterloo Pl, Edinburgh EH1 3BG, UK",,Edinburgh,Scotland,United Kingdom,GB,EH1 3BG,55.9536163,-3.1883526,bistro,"bistro, brunch_restaurant, breakfast_restaurant, cafe, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,6782.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Running Late Coffee,,https://www.google.com/maps/place/Running+Late+Coffee/data=!4m2!3m1!1s0x48761d286b8d334b:0x94590f6f0661d55,,,Wanna go,wanna_go,ChIJSzONaygddkgRVR1m8PaQRQk,Running Late Coffee,https://maps.google.com/?cid=668099510003965269&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"249b Mare St, London E8 3NS, UK",,Greater London,England,United Kingdom,GB,E8 3NS,51.542580199999996,-0.055453699999999995,cafe,"cafe, coffee_shop, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.9,237.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
LOWDOWN,,https://www.google.com/maps/place/LOWDOWN/data=!4m2!3m1!1s0x4887c791205a866b:0x4256ca6de94187bd,,,Wanna go,wanna_go,ChIJa4ZaIJHHh0gRvYdB6W3KVkI,LOWDOWN,https://maps.google.com/?cid=4780230627913992125&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"40 George St, Edinburgh EH2 2LE, UK",,Edinburgh,Scotland,United Kingdom,GB,EH2 2LE,55.9532418,-3.1979351,coffee_shop,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.7,1742.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Fishers,,https://www.google.com/maps/place/Fishers/data=!4m2!3m1!1s0x4887b8048c30d157:0x1837c85aa2f1b199,,,Wanna go,wanna_go,ChIJV9EwjAS4h0gRmbHxolrINxg,Fishers,https://maps.google.com/?cid=1745083672235717017&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"1 Shore, Leith, Edinburgh EH6 6QW, UK",Leith,Edinburgh,Scotland,United Kingdom,GB,EH6 6QW,55.9775673,-3.168986,restaurant,"bistro, oyster_bar_restaurant, family_restaurant, british_restaurant, restaurant, point_of_interest, food, establishment",OPERATIONAL,4.6,2161.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Chez Jules,,https://www.google.com/maps/place/Chez+Jules/data=!4m2!3m1!1s0x4887c7916a04019b:0xb6699d7bd5f80a6,,,Wanna go,wanna_go,ChIJmwEEapHHh0gRpoBfvdeZZgs,Chez Jules,https://maps.google.com/?cid=821513133915865254&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"109 Hanover St, Edinburgh EH2 1DJ, UK",,Edinburgh,Scotland,United Kingdom,GB,EH2 1DJ,55.954679999999996,-3.1976009999999997,french_restaurant,"french_restaurant, bistro, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,3492.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Papercup Coffee Company,,https://www.google.com/maps/place/Papercup+Coffee+Company/data=!4m2!3m1!1s0x4888450bbae59e47:0x3fa5a8f490b2761d,,,Wanna go,wanna_go,ChIJR57lugtFiEgRHXaykPSopT8,Papercup Coffee Company,https://maps.google.com/?cid=4586257563899819549&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"603 Great Western Rd, Glasgow G12 8HX, UK",,Glasgow City,Scotland,United Kingdom,GB,G12 8HX,55.876357299999995,-4.2853435,cafe,"cafe, brunch_restaurant, coffee_shop, food_store, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.7,677.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Ugly Dumpling,,https://www.google.com/maps/place/Ugly+Dumpling/data=!4m2!3m1!1s0x48761baf26d5a3ab:0x34094a3fe026c8f6,,,Wanna go,wanna_go,ChIJq6PVJq8bdkgR9sgm4D9KCTQ,Ugly Dumpling,https://maps.google.com/?cid=3749609802966681846&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"30 Rathbone Pl, London W1T 1JG, UK",,Greater London,England,United Kingdom,GB,W1T 1JG,51.5178029,-0.1344092,dumpling_restaurant,"dumpling_restaurant, fusion_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,731.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Corner Shop,,https://www.google.com/maps/place/Corner+Shop/data=!4m2!3m1!1s0x488845cb025a737d:0xf373a621d2c0205b,,,Wanna go,wanna_go,ChIJfXNaAstFiEgRWyDA0iGmc_M,Corner Shop,https://maps.google.com/?cid=17542547637738152027&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"45 Old Dumbarton Rd, Glasgow G3 8RF, UK",,Glasgow City,Scotland,United Kingdom,GB,G3 8RF,55.86704890000001,-4.2925696,spanish_restaurant,"spanish_restaurant, cocktail_bar, wine_bar, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,135.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
Ox and Finch,,https://www.google.com/maps/place/Ox+and+Finch/data=!4m2!3m1!1s0x488845d492ffafff:0xe310d41b51a8457e,,,Wanna go,wanna_go,ChIJ_6__ktRFiEgRfkWoURvUEOM,Ox and Finch,https://maps.google.com/?cid=16361810660036199806&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"920 Sauchiehall St, Finnieston, Glasgow G3 7TF, UK",Finnieston,Glasgow City,Scotland,United Kingdom,GB,G3 7TF,55.865764999999996,-4.2848023,british_restaurant,"british_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.7,2733.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Gloriosa,,https://www.google.com/maps/place/Gloriosa/data=!4m2!3m1!1s0x488845933fcb258f:0xd89a78f37828a0fd,,,Wanna go,wanna_go,ChIJjyXLP5NFiEgR_aAoePN4mtg,Gloriosa,https://maps.google.com/?cid=15607920445694189821&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"1321 Argyle St, Glasgow G3 8AB, UK",,Glasgow City,Scotland,United Kingdom,GB,G3 8AB,55.8666148,-4.2904346,mediterranean_restaurant,"mediterranean_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,577.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Nauticus,,https://www.google.com/maps/place/Nauticus/data=!4m2!3m1!1s0x4887b989d0407de3:0xf263733b542ce5fb,,,Wanna go,wanna_go,ChIJ431A0Im5h0gR--UsVDtzY_I,Nauticus,https://maps.google.com/?cid=17465930478525408763&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"142 Duke St, Edinburgh EH6 8HR, UK",,Edinburgh,Scotland,United Kingdom,GB,EH6 8HR,55.9689987,-3.167995,pub,"pub, cocktail_bar, bar, point_of_interest, establishment",OPERATIONAL,4.8,588.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
